Sector Description,Registration Status,Municipality,Average Wage Men,Average Wage Women
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,LIPJAN,434.99,375.35
Transporti dhe magazinimi,SH.P.K.,ISTOG,632.77,580.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,FERIZAJ,555.7,455.02
Ndertimtaria,Individual,NOVOBËRDË,200.0,185.0
Arsimi,SH.P.K.,KLINË,255.65,244.67
Industria perpunuese,Individual,MALISHEVË,255.5,219.38
Person Fizik,Person fizik,PARTESH,213.89,271.09
Aktivitetet e tjera sherbyese, Bashkësi Fetare,PEJË,418.03,240.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GRAÇANICË,365.46,333.67
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,NOVOBËRDË,220.0,380.0
Informimi dhe komunikimi,Kompani e huaj,PRIZREN,768.87,340.0
Industria nxjerrese,Individual,DEÇAN,200.0,200.0
Mungon aktiviteti,Organizata Buxhetore,GJILAN,217.43,324.75
Aktivitetet e tjera sherbyese,OJQ,SKENDERAJ,290.0,430.0
Ndertimtaria,SH.P.K.,MITROVICË,347.7,316.28
"Artet, Argetimi dhe rekreacioni",Individual,PRIZREN,247.05,219.33
Industria nxjerrese,Individual,MITROVICË,273.33,180.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,SUHAREKË,280.0,314.0
Person Fizik,Person fizik,PEJË,372.63,241.09
Industria nxjerrese,SH.P.K.,ISTOG,223.75,325.0
Mungon aktiviteti,Parti Politike,DRAGASH,150.0,200.0
Aktivitetet e tjera sherbyese, Bashkësi Fetare,HANI I ELEZIT,288.91,284.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,DEÇAN,481.25,396.25
Aktivitetet e tjera sherbyese,OJQ,GRAÇANICË,361.3,287.66
Ndertimtaria,Ortakëria e përgj.,VITI,175.0,225.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,NOVOBËRDË,203.71,174.0
Industria perpunuese,SH.P.K.,FUSHË KOSOVË,468.01,382.86
Aktivitetet e tjera sherbyese,OJQ,VITI,240.0,100.0
Transporti dhe magazinimi,Individual,SHTIME,240.0,210.0
Sherbimet administrative dhe mbeshtetese,Shoqëri akcionare,PEJË,289.58,259.29
Bujqesia;Pylltaria dhe Peshkimi,Individual,FUSHË KOSOVË,200.0,200.0
Industria perpunuese,Individual,HANI I ELEZIT,240.97,227.11
Person Fizik,Person fizik,SKENDERAJ,355.56,279.53
Informimi dhe komunikimi,Individual,KLINË,352.87,369.42
Ndertimtaria,SH.P.K.,VUSHTRRI,272.64,324.48
Arsimi,Individual,RAHOVEC,152.0,180.0
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,VUSHTRRI,608.15,374.17
Bujqesia;Pylltaria dhe Peshkimi,Individual,GRAÇANICË,251.03,186.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,GLLOGOC,306.82,310.46
Aktivitetet financiare dhe te sigurimit,SH.P.K.,PODUJEVË,246.67,170.0
Transporti dhe magazinimi,SH.P.K.,PEJË,272.84,214.79
Transporti dhe magazinimi,SH.P.K.,FUSHË KOSOVË,519.8,443.83
Aktivitetet e patundshmerise,SH.P.K.,GJAKOVË,656.06,376.64
"Aktivitetet profesionale, shkencore dhe teknike",Shoqëri akcionare,OBILIQ,718.58,668.54
Aktivitetet e tjera sherbyese,SH.P.K.,SUHAREKË,385.36,241.79
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PEJË,379.36,330.48
Arsimi,SH.P.K.,SUHAREKË,272.0,183.33
Akomodimi dhe sherbimi ushqimor,Individual,GJILAN,198.68,241.53
Aktivitetet e tjera sherbyese,Parti Politike,PRIZREN,235.41,213.13
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,DRAGASH,499.15,362.47
Mungon aktiviteti,OJQ,VUSHTRRI,379.63,290.58
Aktivitetet e tjera sherbyese,Individual,ISTOG,272.63,228.55
Arsimi,Individual,RAHOVEC,177.5,182.0
"Artet, Argetimi dhe rekreacioni",SH.P.K.,ISTOG,300.0,300.69
Aktivitetet financiare dhe te sigurimit,Individual,SHTIME,180.0,170.0
Ndertimtaria,SH.P.K.,ISTOG,431.85,318.04
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,LIPJAN,412.43,323.42
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GRAÇANICË,445.29,398.37
Aktivitetet e tjera sherbyese,SH.P.K.,MITROVICË,275.63,249.6
Akomodimi dhe sherbimi ushqimor,SH.P.K.,JUNIK,224.65,271.28
Industria perpunuese,Individual,KAMENICË,214.44,206.33
Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,DEÇAN,175.0,200.0
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SHTIME,175.71,173.33
Aktivitetet e tjera sherbyese,Individual,PARTESH,130.0,170.0
Aktivitetet e patundshmerise,SH.P.K.,MITROVICË,460.0,376.3
Akomodimi dhe sherbimi ushqimor,Individual,SKENDERAJ,216.77,213.67
Industria nxjerrese,SH.P.K.,GJAKOVË,363.58,322.76
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,MITROVICË,390.97,240.71
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,HANI I ELEZIT,266.67,200.0
Aktivitetet e trupave dhe organizatave nderkombetare,OJQ,GJAKOVË,637.03,628.88
Mungon aktiviteti,OJQ,PRIZREN,574.96,505.9
Transporti dhe magazinimi,Individual,VITI,285.18,287.5
"Aktivitetet profesionale, shkencore dhe teknike",Organizata Buxhetore,PRISHTINË,139.04,183.34
Aktivitetet e tjera sherbyese,Individual,PODUJEVË,213.74,224.8
Arsimi,Individual,VITI,135.5,173.11
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,HANI I ELEZIT,200.89,289.61
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,GLLOGOC,303.99,294.34
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,KLINË,244.94,223.42
Informimi dhe komunikimi,SH.P.K.,SHTIME,313.5,150.0
Ndertimtaria,SH.P.K.,VUSHTRRI,469.37,403.29
Akomodimi dhe sherbimi ushqimor,Individual,LIPJAN,186.44,216.96
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,MITROVICË,261.69,247.92
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,GLLOGOC,237.71,279.69
Bujqesia;Pylltaria dhe Peshkimi,Individual,SUHAREKË,207.96,205.29
Sherbimet administrative dhe mbeshtetese,SH.P.K.,ZUBIN POTOK,581.54,395.79
Akomodimi dhe sherbimi ushqimor,Individual,PARTESH,170.0,130.0
Aktivitetet e tjera sherbyese,OJQ,LIPJAN,382.16,204.27
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Shoqëri Komandite,PRISHTINË,628.09,524.0
Arsimi,SH.P.K.,PODUJEVË,144.37,155.34
Transporti dhe magazinimi,SH.P.K.,FUSHË KOSOVË,475.32,403.35
Aktivitetet financiare dhe te sigurimit,SH.P.K.,PEJË,170.0,200.0
Akomodimi dhe sherbimi ushqimor,Individual,VUSHTRRI,191.34,208.45
Aktivitetet e tjera sherbyese,Individual,SHTIME,236.75,236.24
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,SKENDERAJ,403.12,164.74
Aktivitetet e tjera sherbyese,Individual,PRIZREN,219.75,222.68
Aktivitetet e patundshmerise,Individual,PRISHTINË,347.87,341.86
Transporti dhe magazinimi,Individual,PODUJEVË,259.79,313.11
Aktivitetet e tjera sherbyese,Individual,LIPJAN,165.26,173.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,MITROVICË VERIORE,185.0,256.67
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,RAHOVEC,393.06,349.33
Person Fizik,Person fizik,DRAGASH,427.11,170.0
Arsimi,Individual,GRAÇANICË,200.81,163.35
Transporti dhe magazinimi,Individual,PRISHTINË,299.04,433.89
Aktivitetet e tjera sherbyese,SH.P.K.,RAHOVEC,392.71,328.15
Bujqesia;Pylltaria dhe Peshkimi,Individual,DRAGASH,224.13,170.0
Industria nxjerrese,SH.P.K.,GJAKOVË,371.55,322.76
"Aktivitetet profesionale, shkencore dhe teknike",Individual,NOVOBËRDË,80.0,353.49
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,PRISHTINË,237.5,364.47
Industria perpunuese,Individual,SUHAREKË,274.77,247.44
Aktivitetet e tjera sherbyese,Ndërmarrje shoq.,PRISHTINË,377.62,428.57
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,LIPJAN,198.72,226.29
Transporti dhe magazinimi,SH.P.K.,VUSHTRRI,235.06,265.1
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,GJILAN,439.39,319.48
Arsimi,SH.P.K.,ISTOG,124.59,242.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SHTËRPCË,225.17,176.79
Mungon aktiviteti,OJQ,KLINË,349.87,409.07
"Aktivitetet profesionale, shkencore dhe teknike",Individual,SUHAREKË,224.76,235.29
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,OJQ,GJAKOVË,652.95,638.29
Sherbimet administrative dhe mbeshtetese,SH.P.K.,GLLOGOC,479.29,423.45
Transporti dhe magazinimi,SH.P.K.,RAHOVEC,399.99,342.94
Akomodimi dhe sherbimi ushqimor,Individual,GJAKOVË,175.42,105.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,GJAKOVË,476.98,424.63
Mungon aktiviteti,OJQ,MALISHEVË,362.1,336.0
Arsimi,SH.P.K.,LIPJAN,526.86,565.74
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",Shoqëri akcionare,FUSHË KOSOVË,280.46,328.15
Aktivitetet financiare dhe te sigurimit,Ndërmarrje nën menaxhim të AKP-së,GJAKOVË,495.73,587.85
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,PRIZREN,240.32,186.0
Ndertimtaria,SH.P.K.,SUHAREKË,457.76,369.62
Aktivitetet e tjera sherbyese,Individual,SKENDERAJ,190.0,200.32
Mungon aktiviteti,Parti Politike,MITROVICË VERIORE,614.93,328.15
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,PODUJEVË,252.0,235.33
Sherbimet administrative dhe mbeshtetese,SH.P.K.,ZUBIN POTOK,455.45,234.34
Arsimi,SH.P.K.,SKENDERAJ,154.09,160.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,SUHAREKË,200.0,200.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,MITROVICË VERIORE,251.83,301.97
Bujqesia;Pylltaria dhe Peshkimi,Individual,DEÇAN,196.36,203.27
Industria nxjerrese,SH.P.K.,DEÇAN,299.78,328.77
Informimi dhe komunikimi,SH.P.K.,MITROVICË VERIORE,630.65,579.2
Informimi dhe komunikimi,SH.P.K.,SKENDERAJ,437.77,314.11
Akomodimi dhe sherbimi ushqimor,Individual,OBILIQ,245.68,241.75
Sherbimet administrative dhe mbeshtetese,Individual,FUSHË KOSOVË,324.01,508.95
Industria perpunuese,SH.P.K.,KAÇANIK,493.89,371.42
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Ndërmarrje shoq.,PRISHTINË,444.9,523.81
Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,GJILAN,100.0,173.65
Informimi dhe komunikimi,SH.P.K.,ZVEÇAN,403.4,385.35
Person Fizik,Person fizik,MAMUSHË,216.81,260.51
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,PEJË,400.11,300.0
Informimi dhe komunikimi,Individual,PEJË,349.44,270.71
Akomodimi dhe sherbimi ushqimor,SH.P.K.,MITROVICË,236.79,219.18
Industria perpunuese,Ortakëria e përgj.,PRIZREN,338.97,261.8
Transporti dhe magazinimi,Individual,DEÇAN,333.21,296.58
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Kompani e huaj,GRAÇANICË,500.35,237.59
Industria perpunuese,Kompani e huaj,VITI,412.99,330.83
Sherbimet administrative dhe mbeshtetese,Individual,FUSHË KOSOVË,422.32,274.88
Arsimi,Individual,PARTESH,130.0,170.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,VUSHTRRI,277.45,268.27
Aktivitetet financiare dhe te sigurimit,SH.P.K.,FERIZAJ,395.63,420.98
"Aktivitetet profesionale, shkencore dhe teknike",Individual,MALISHEVË,233.6,239.93
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,SUHAREKË,550.0,264.08
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PODUJEVË,205.67,183.33
Transporti dhe magazinimi,Individual,NOVOBËRDË,200.0,300.0
"Artet, Argetimi dhe rekreacioni",Ortakëria e përgj.,KAMENICË,225.0,200.0
"Artet, Argetimi dhe rekreacioni",SH.P.K.,GJAKOVË,323.25,234.56
Aktivitetet financiare dhe te sigurimit,SH.P.K.,GJAKOVË,188.64,203.44
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,VITI,217.44,215.54
Transporti dhe magazinimi,Individual,KLINË,301.77,200.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,MALISHEVË,221.67,230.07
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,DRAGASH,278.44,281.08
Transporti dhe magazinimi,Individual,VUSHTRRI,221.28,196.54
Arsimi,Individual,GJAKOVË,163.44,163.39
Sherbimet administrative dhe mbeshtetese,Ortakëria e përgj.,FERIZAJ,235.0,170.0
"Artet, Argetimi dhe rekreacioni",OJQ,PRISHTINË,614.75,592.68
Sherbimet administrative dhe mbeshtetese,SH.P.K.,SKENDERAJ,317.83,294.0
Ndertimtaria,Individual,DEÇAN,262.2,272.82
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,KAÇANIK,215.0,252.55
Informimi dhe komunikimi,SH.P.K.,ZVEÇAN,408.68,374.02
Arsimi,SH.P.K.,MALISHEVË,188.0,190.0
Arsimi,Ortakëria e përgj.,PRISHTINË,218.59,353.42
"Aktivitetet profesionale, shkencore dhe teknike",Individual,MITROVICË,257.14,267.19
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,VUSHTRRI,326.01,353.49
"Aktivitetet profesionale, shkencore dhe teknike",Zyra e Përfaqësisë në Kosovë,PRISHTINË,603.15,531.58
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,NOVOBËRDË,185.86,182.75
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,ZUBIN POTOK,274.94,275.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,GJILAN,199.23,195.71
Industria perpunuese,Individual,KLINË,229.85,214.19
Akomodimi dhe sherbimi ushqimor,SH.P.K.,GJAKOVË,267.69,279.19
Transporti dhe magazinimi,Shoqëri akcionare,ISTOG,237.5,112.5
"Aktivitetet profesionale, shkencore dhe teknike",Individual,SHTËRPCË,182.0,275.0
Informimi dhe komunikimi,Individual,RAHOVEC,281.11,186.58
Bujqesia;Pylltaria dhe Peshkimi,Kooperativa Bujq.,PRISHTINË,200.0,200.0
Industria nxjerrese,Ortakëria e përgj.,SHTIME,384.78,466.67
Arsimi,SH.P.K.,SUHAREKË,368.6,318.95
Transporti dhe magazinimi,Shoqëri akcionare,OBILIQ,368.23,273.45
Aktivitetet financiare dhe te sigurimit,SH.P.K.,PRIZREN,400.0,287.5
Aktivitetet e tjera sherbyese,OJQ,GRAÇANICË,373.37,288.32
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,GLLOGOC,500.0,207.16
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,MITROVICË,485.63,506.94
Mungon aktiviteti,OJQ,GJAKOVË,740.87,613.69
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,KLINË,433.0,321.66
Ndertimtaria,Ndërmarrje shoq.,PRISHTINË,395.24,361.9
"Aktivitetet profesionale, shkencore dhe teknike",Individual,ISTOG,238.1,235.0
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,ZUBIN POTOK,250.0,250.0
Transporti dhe magazinimi,Individual,FERIZAJ,223.42,189.29
Industria perpunuese,Shoqëri Komandite,PRISHTINË,362.47,361.8
Aktivitetet e tjera sherbyese,OJQ,KAMENICË,273.02,319.4
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,GJAKOVË,394.65,466.67
"Artet, Argetimi dhe rekreacioni",Individual,LIPJAN,237.5,264.1
Ndertimtaria, Konsorcium,PRISHTINË,309.56,375.44
Akomodimi dhe sherbimi ushqimor,Individual,OBILIQ,261.66,267.87
Arsimi,Individual,MALISHEVË,170.0,200.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,MITROVICË,286.71,291.2
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,RANILLUG,135.0,170.0
Transporti dhe magazinimi,SH.P.K.,KLINË,397.14,443.42
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,VITI,178.24,207.9
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,DEÇAN,322.36,393.85
"Artet, Argetimi dhe rekreacioni",Individual,GRAÇANICË,186.0,170.0
Industria perpunuese,SH.P.K.,SHTËRPCË,189.7,216.67
Informimi dhe komunikimi,SH.P.K.,GJILAN,396.97,344.57
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,FUSHË KOSOVË,490.6,328.15
Informimi dhe komunikimi,Individual,MITROVICË,421.52,298.04
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,OBILIQ,442.68,291.16
"Artet, Argetimi dhe rekreacioni",Individual,PRIZREN,221.4,276.97
Person Fizik,Person fizik,VUSHTRRI,532.77,392.91
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,SHTIME,320.75,277.27
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,SKENDERAJ,298.05,262.62
"Artet, Argetimi dhe rekreacioni",Individual,PEJË,227.37,365.0
Ndertimtaria,SH.P.K.,MITROVICË VERIORE,372.09,200.0
Sherbimet administrative dhe mbeshtetese,SH.P.K.,ISTOG,602.96,516.91
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,ISTOG,340.69,328.57
Aktivitetet financiare dhe te sigurimit,Individual,GJAKOVË,285.29,226.95
Aktivitetet e tjera sherbyese, Bashkësi Fetare,PRISHTINË,392.47,333.9
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem, Sindikatat,PRISHTINË,280.0,390.18
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,KLINË,294.08,318.68
Aktivitetet e tjera sherbyese,Individual,LIPJAN,183.74,176.88
Industria perpunuese,SH.P.K.,NOVOBËRDË,337.5,250.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,DRAGASH,237.55,227.68
Industria perpunuese,Individual,LEPOSAVIQ,195.0,204.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,MALISHEVË,178.57,182.94
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,MALISHEVË,190.7,210.7
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,LEPOSAVIQ,177.17,200.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,GJILAN,607.89,581.11
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,MITROVICË,253.77,212.61
Transporti dhe magazinimi,SH.P.K.,DEÇAN,289.48,314.94
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,LEPOSAVIQ,220.71,219.17
Mungon aktiviteti,OJQ,RAHOVEC,715.85,288.13
Transporti dhe magazinimi,Shoqëri akcionare,GJAKOVË,331.82,345.2
Aktivitetet e patundshmerise,Individual,FERIZAJ,200.0,200.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,VUSHTRRI,332.19,295.97
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Ndërmarrje pub.,PRISHTINË,726.48,657.38
"Aktivitetet profesionale, shkencore dhe teknike",Individual,FUSHË KOSOVË,346.72,333.31
Akomodimi dhe sherbimi ushqimor,Individual,DRAGASH,198.94,212.67
Industria perpunuese,Individual,DEÇAN,394.19,299.19
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,MALISHEVË,111.81,497.61
Industria perpunuese,Ndërmarrje shoq.,PRISHTINË,328.16,371.43
Aktivitetet e tjera sherbyese,OJQ,FERIZAJ,545.29,378.75
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,RAHOVEC,347.78,258.89
Arsimi,Individual,OBILIQ,170.0,185.0
Aktivitetet e tjera sherbyese,SH.P.K.,VITI,333.33,230.0
Industria perpunuese,SH.P.K.,ZUBIN POTOK,170.0,175.08
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,GRAÇANICË,550.0,512.97
Ndertimtaria,Ndërmarrje pub.,PRISHTINË,654.13,627.46
Mungon aktiviteti,OJQ,SUHAREKË,514.05,457.41
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,ISTOG,382.45,299.33
Aktivitetet e tjera sherbyese,SH.P.K.,RAHOVEC,397.95,171.93
Bujqesia;Pylltaria dhe Peshkimi,Ortakëria e përgj.,PRIZREN,250.0,250.0
Akomodimi dhe sherbimi ushqimor,Individual,DEÇAN,193.56,170.71
Industria nxjerrese,SH.P.K.,HANI I ELEZIT,480.81,385.36
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,KAMENICË,300.0,206.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,GJAKOVË,183.33,180.0
Mungon aktiviteti,OJQ,MITROVICË,456.59,415.36
Arsimi,Individual,GJILAN,182.73,181.82
Industria perpunuese,Individual,SUHAREKË,274.21,234.76
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,JUNIK,318.5,500.0
Industria perpunuese,SH.P.K.,LEPOSAVIQ,176.67,170.0
Ndertimtaria,Shoqëri akcionare,VUSHTRRI,421.61,585.47
Transporti dhe magazinimi,Ortakëri e kufizuar,PRISHTINË,464.25,359.5
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Parti Politike,PRISHTINË,502.15,400.64
Person Fizik,Person fizik,MAMUSHË,332.0,280.0
Industria perpunuese,Ortakëria e përgj.,PODUJEVË,200.0,200.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,HANI I ELEZIT,362.55,243.73
Person Fizik,Person fizik,ISTOG,233.33,235.0
Transporti dhe magazinimi,SH.P.K.,FUSHË KOSOVË,559.0,454.97
Arsimi,Ortakëria e përgj.,VUSHTRRI,120.0,170.0
Akomodimi dhe sherbimi ushqimor,Individual,ISTOG,296.59,273.78
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,FERIZAJ,357.34,257.84
Mungon aktiviteti,OJQ,SKENDERAJ,715.53,589.5
Aktivitetet e tjera sherbyese,Individual,RANILLUG,95.0,170.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,ISTOG,439.2,403.23
"Aktivitetet profesionale, shkencore dhe teknike",Individual,SHTIME,224.0,266.54
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,PRIZREN,279.17,343.41
"Artet, Argetimi dhe rekreacioni",Individual,MALISHEVË,218.66,210.53
Transporti dhe magazinimi,SH.P.K.,VUSHTRRI,176.86,212.0
Transporti dhe magazinimi,Individual,SUHAREKË,216.71,200.78
Aktivitetet e tjera sherbyese,Individual,PEJË,256.55,214.0
Arsimi,Individual,MALISHEVË,228.35,235.98
Person Fizik,Person fizik,VUSHTRRI,326.7,303.55
"Artet, Argetimi dhe rekreacioni",Individual,KLINË,321.35,250.0
Ndertimtaria,Individual,ISTOG,296.92,337.0
Industria perpunuese,Individual,LEPOSAVIQ,195.0,221.25
Industria perpunuese,Individual,MITROVICË,303.83,253.13
Transporti dhe magazinimi,Individual,SHTËRPCË,170.0,205.0
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,HANI I ELEZIT,300.0,150.0
Ndertimtaria,Kompani e huaj,PODUJEVË,600.0,300.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,NOVOBËRDË,220.0,380.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,RAHOVEC,254.63,231.11
Industria nxjerrese,Individual,MITROVICË,271.0,180.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,LIPJAN,343.03,450.02
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,KLINË,314.15,278.87
Sherbimet administrative dhe mbeshtetese,SH.P.K.,OBILIQ,293.33,262.11
Sherbimet administrative dhe mbeshtetese,Individual,PRISHTINË,352.55,390.01
"Artet, Argetimi dhe rekreacioni",Individual,LIPJAN,200.0,264.1
Sherbimet administrative dhe mbeshtetese,SH.P.K.,KAMENICË,374.65,401.19
Transporti dhe magazinimi,SH.P.K.,PODUJEVË,407.71,406.9
Informimi dhe komunikimi,SH.P.K.,PODUJEVË,555.93,344.81
Mungon aktiviteti,Organizata Buxhetore,MITROVICË,410.0,417.5
Transporti dhe magazinimi,Individual,SKENDERAJ,267.34,221.45
